col_0,col_1,col_2,col_3,col_4
teq,692,xclp,3029,3234
bgz,1731,txcq,774,1617
dom,1513,wbmc,1325,2540
bnp,2406,ltvh,3271,2536
tpr,1351,abax,1811,4680
xkh,1062,oepk,2707,383
ulu,831,jnbh,645,195
hhi,513,gwpe,2945,4347
wmg,686,oatr,1570,1546
idw,201,oqct,648,3782
ntu,25,rtta,2256,45
rev,1970,xbab,2987,2603
ujr,2477,yuup,3248,1640
bfa,1106,jgmp,402,2824
wuo,710,rnbu,1242,1560
xqx,17,xfom,244,1391
hyl,1603,falr,167,1353
ldk,1983,cpbc,350,2618
faa,1165,zzyc,532,4069
scz,930,chsl,907,2878
vss,2324,csqx,6,4404
xtv,126,akbu,2798,1643
spu,1774,hdhf,1017,2617
upq,2458,cdke,2573,3311
gph,37,dxwt,1286,889
hps,1077,uqnx,1311,3969
nnc,2021,sfnv,1896,1973
snb,1613,pxlp,349,1591
mtr,321,brfb,302,1437
ind,155,xiai,217,2120
dlj,1026,duyn,867,2713
myf,1382,rflg,1325,3259
xoh,2392,oxcg,1685,404
jux,549,gtsx,285,597
ygj,1723,tnkk,2986,4295
hrw,125,rsph,1429,1781
vvm,2225,xfic,1245,756
jph,1520,uiut,1930,396
syx,78,tuey,1936,2877
yai,1692,wpvt,248,4640
zxk,2015,fsti,2638,1085
rnc,2328,dfzm,956,4665
ckn,497,jovw,2343,85
yhk,2305,myks,1421,231
zpz,1916,qryv,2064,3167
yvt,400,jqtb,2406,3688
otf,1803,wrzo,1886,2529
ija,815,tzyi,2353,3509
hes,2171,bjex,1404,3673
fxv,1196,xnns,597,3955
owr,1063,oatr,1155,3587
flg,1678,vheu,2623,1565
ifc,2355,jaks,792,104
wgz,1477,hmpx,657,4917
qpy,1873,awtl,384,3105
uxb,45,pbrz,2514,2195
ktd,2372,upww,1084,2259
iap,545,hkhz,1077,2266
eaa,194,qkzf,259,734
jbs,1600,dmco,1207,1155
wbi,2471,uweo,2824,1066
ztq,2137,ebzd,2620,1684
cdq,290,vesl,2710,3924
ymi,516,dute,1223,1671
qam,404,bgrq,1615,1932
iie,326,dhyu,2886,1710
nvf,1173,xcdu,1650,3381
pfx,1741,elsk,2632,3247
tky,2007,jduu,1912,4597
xfj,1010,vhas,1587,1202
agq,1595,ciuf,2269,4360
oth,1523,uaby,2073,108
ywo,520,zvfc,1398,189
cpd,1588,sqgj,1424,2513
gyj,2150,ipqr,2145,4445
qfn,783,uiut,842,2488
rcl,1696,hrmb,700,2990
njg,2389,lfbz,1992,3413
byl,504,gixq,1987,2339
zqi,1747,bbhs,2394,562
goj,150,fbty,1543,4693
jct,996,ipth,3015,1513
sse,1101,pmmr,1681,2176
ugu,912,qghy,1646,828
fpx,597,gyrd,624,1633
mlz,2426,dozm,1269,4372
wmu,1863,oxee,1360,2231
cgx,2291,mmvt,1345,2088
quj,1968,hbcp,176,1540
zvm,1053,yhsq,414,777
enm,773,frot,497,2521
xax,389,nqbf,2112,3546
faa,179,xroq,2671,1050
cwo,2435,mout,1701,1670
psh,310,fgpt,537,538
mup,1941,fxbi,635,4472
trl,740,gwqa,2984,4806
gga,572,fwtg,1914,641
xqx,2436,mwst,3044,3465
xpa,263,higs,303,2164
dbj,282,olyw,301,2483
bnq,1639,rfwx,1543,3321
chv,1118,btjt,2961,2560
cyj,2308,alqx,2068,2746
ops,137,uamf,174,2869
wvb,1287,awiz,3147,792
eoe,1408,ghln,1699,1265
oif,140,pvkb,2753,2133
zfj,1175,gscs,90,15
nrq,447,maxz,2293,2323
apl,1546,useg,2056,3567
vvq,1933,slcl,2481,3165
gea,882,usci,3133,2479
xwx,1938,frzq,479,174
iuj,1447,fqkn,1394,199
tuf,938,lhwq,1325,4368
tlt,1945,woum,2923,457
gsk,1730,gnwe,1487,364
hhs,2289,tgpj,1713,978
lwp,1625,yuyl,527,405
yjn,876,cvkx,2484,2328
nck,1940,jize,2004,2952
dmr,598,fvaa,2323,4807
lvn,1343,tudd,3070,2827
afb,1496,ncdw,2789,3194
wlu,779,tooh,1315,1515
vmr,2330,tffs,2545,783
dkd,1029,iqen,2755,1579
ecd,591,wuus,2544,3405
ame,431,nbzk,1996,2306
yxv,1319,dlhk,685,3241
ogs,1714,hidt,483,2870
bgf,1843,tjmj,108,1378
bkg,1920,rima,1691,2515
knn,2043,elgl,182,3196
ijt,2324,ojnf,3121,3762
kph,1436,wdfc,28,2625
qdk,660,dgpp,2983,2165
ozj,1064,nwio,1060,163
ben,980,chet,2336,157
xtt,1013,hxpm,1595,1700
rfj,2192,hpkl,882,733
qpk,1090,zodg,3164,2468
emo,534,lonr,2376,2704
xii,1821,xtmo,847,4540
ged,1210,ddhw,2039,545
dvd,218,wule,518,3215
nnq,1731,bygh,1879,1963
uod,923,tjkz,906,3068
sna,545,ivhl,2984,3089
xfm,2401,ielx,2489,3495
zsu,1991,qero,1060,3685
hgp,861,naay,2926,2284
rlx,628,jgjg,2150,2161
vcj,184,nqen,2994,289
tky,310,euqr,411,2737
noo,2360,corw,2197,4371
fdh,793,lmju,2077,3465
ctn,2232,enbk,2967,1250
cjp,2010,unil,2316,373
asu,7,dkao,2779,539
zam,1402,usgb,2106,4773
nne,2180,siew,853,2500
rkm,217,zyon,2340,857
zxk,2335,maxz,1954,4160
gjf,2428,nppj,2033,65
tfs,727,kuoe,2751,4972
yfp,1318,rgwu,1532,3187
vfp,1656,ssrr,1678,4006
rux,1363,toyf,1835,2822
mqa,176,jmwx,2349,1914
rqw,738,whyi,1938,2624
ana,925,xdli,1930,2565
xyd,2232,ecgo,481,3979
cea,89,nqcr,1431,606
fic,1981,terb,2751,1639
bwv,1165,dgbs,978,1637
ahj,986,eqyw,3079,3717
tti,1531,vrzx,59,2886
cam,1519,xodx,344,317
svn,499,fgrs,327,3870
ccg,363,xsyd,2694,3193
pzr,1142,npfn,1360,109
wvr,990,yvey,2663,3659
cow,2450,ddhw,185,110
bmz,1526,mblf,652,3220
sko,910,jmxg,1099,1672
qms,1109,syyg,3218,3810
mxo,340,rpri,1107,3492
ljq,845,jaey,2336,3310
aey,78,yupt,1745,4027
yst,446,znga,1306,2401
mfi,204,wxpy,2734,216
nvs,600,xncz,882,1376
ewu,187,skrt,1607,140
tbk,1225,yggw,1939,1517
mqu,2498,bhtc,1952,2043
cll,2436,ujan,1394,2546
zbs,60,zutf,805,2239
fcj,409,tfuf,2938,1479
tgo,1896,zaxq,880,4356
cdq,1291,tbdo,1458,4974
phm,443,teje,1542,4761
mzx,2457,nbqg,2799,1425
yij,2327,ivau,2542,780
suc,136,nxtc,2200,76
dod,2296,orzq,3210,4239
sbb,1420,ttju,1048,2086
wey,1998,ikgj,718,178
qvj,2000,ovny,826,2771
ejr,628,zyqt,1501,2465
vxx,376,exog,1310,2727
qez,989,bpiw,736,1907
abl,1358,xmbx,2028,4846
omq,251,oifo,2711,372
pag,706,pkql,2264,1819
afx,2436,umbm,544,573
cgv,2118,ugvi,594,2630
jey,2144,eyht,233,1901
myi,1693,eptl,1279,869
ahy,392,tbvi,673,3164
rby,2269,yxcd,1717,268
fyr,2491,dvcs,337,695
zzv,1361,cykl,1827,4293
mrb,336,sfdh,1658,2554
vpw,16,jkgi,2632,2622
afx,818,zprq,2825,3164
bkl,34,vllr,2775,2016
wjh,913,mwxs,134,337
tvn,998,pnhh,987,4417
xys,2492,mzhr,2716,4891
fqo,734,nosd,1689,2165
wwy,2100,ztdz,1734,1378
vss,2390,tkal,1601,4330
miv,1786,ftlg,1535,4082
coa,1254,lgmi,1369,1907
zbz,550,enjg,1627,2033
hgk,488,yvnp,606,4730
kmy,508,lenv,2939,2827
nei,217,wdbh,2772,4882
vmi,763,csth,1897,373
tbs,1801,vcdk,1247,3402
cuj,213,zkkl,1149,1105
qyw,1619,vxzf,1024,4114
yfv,1094,oaoh,243,1972
bwg,1550,euqj,324,2263
bpc,1937,nppj,2906,1017
xbs,132,qero,3202,2495
gam,129,unny,3027,929
pid,1275,zwmf,1429,2831
xzm,1134,hhqf,598,2727
kqz,2366,jubp,1415,3732
emo,1028,whjv,1320,2714
ntm,471,mwsj,1167,3736
ryg,2095,jduu,1255,2702
cpo,1856,bjym,684,1876
mop,675,ybwt,248,1767
xnd,268,dqgp,2312,3127
ujk,2013,gaii,1496,732
prf,1615,mqye,94,2479
xxe,1042,soec,2545,1362
ddk,2471,abwm,2951,123
lyw,140,ntxp,1434,1325
mlw,1394,nklt,2810,2395
rjt,1556,vftj,1463,2716
wue,2295,qaot,447,1759
jht,2019,dfsu,2701,915
ywn,529,zylr,1653,859
hli,878,ttdb,3256,577
mqt,2051,pppa,2033,3733
fld,1524,asky,451,2913
vnv,2382,pvpi,2780,4019
lbm,2486,ntmw,756,4876
jhs,559,qrlv,805,1959
sgn,641,hdab,1422,2178
ncw,431,zbyf,2283,3873
fmp,1634,hlhz,624,2739
exy,1535,fgwq,2109,4445
zny,785,pngw,2277,285
qyi,2453,tdgj,1625,3954
ahd,1043,lnvv,967,2580
cql,693,dvvx,653,1996
bee,1236,mqyx,1268,1725
wlf,68,xlei,3246,1065
jpu,465,jarj,2896,1200
zax,1196,qpoz,530,2260
vzt,1474,dpjs,2323,4823
orv,2424,ltfj,1714,1865
spn,887,qwat,229,4609
iol,1393,guzx,2127,1435
wvh,224,yrcb,1152,3037
zvv,2444,orgn,2835,4668
bie,1743,xsvh,1434,3809
dmz,166,znui,2033,1543
plg,1282,ufom,2137,4974
amy,2354,oaxe,1715,3724
dpj,2034,clen,2286,2990
krr,1939,lmvl,501,2867
emx,1872,wnso,2493,2618
jwi,963,ruml,1078,4509
jpo,2444,luuh,566,3147
stp,782,swpz,67,217
xrd,795,aomn,235,2734
osm,117,iqsf,3110,4586
bua,997,mccx,1229,1840
nlr,749,kipa,2684,2549
lmf,2460,rvxj,788,4429
nvw,942,ixka,320,4774
nga,1474,ftil,717,3513
ueb,474,ddhp,2975,4463
oqm,1867,gtlq,1859,3504
kgi,2476,xkdt,279,2104
szg,1699,cpbc,3015,798
erg,1822,oivf,2408,3252
ipo,1706,zwnv,1208,2382
aqu,293,myid,2415,2143
dgz,593,kmgv,1991,3468
yqd,1403,mcbd,3102,587
ows,8,hkis,2478,2963
qkb,2339,xibn,3175,1511
npw,869,yakc,1004,1462
gol,1170,mafv,1328,2296
ojh,189,pjhg,3024,408
hlg,1544,irzt,1318,2435
lno,319,kgay,1097,670
mjb,2321,dstq,3249,2524
pnt,1936,fkjw,200,2333
wwy,1593,xiwy,2535,1514
mgs,866,etwk,104,3729
kty,83,pwek,644,2996
sfu,1574,wito,22,2762
mzh,78,ahqy,1317,3574
xbf,2030,dpeg,635,990
eza,406,norx,2350,1209
trj,774,gddj,2993,4198
xeh,1941,exmx,2009,1579
lxm,1143,txdw,2756,2304
xgt,605,ojcr,913,2152
rwl,68,zxrr,1465,502
jbp,1125,cjrj,478,444
cjm,2034,vtxa,2143,1795
eji,2285,zaex,1096,1280
lez,1285,pohq,2814,1539
zal,150,adqu,2686,502
zhg,468,lsmx,31,2155
ofw,1699,plah,3200,4650
obd,781,tedp,1881,326
pvv,1463,jiyj,1458,2681
zss,1977,rszl,2437,3861
jbj,1843,rnpu,650,246
whl,501,kihy,1917,2738
pyj,976,mufk,1998,915
sux,957,sueq,2581,4663
uxk,2333,grzn,2327,3664
ohu,1276,yqxq,896,4349
kuc,769,fjjs,302,1297
ceb,465,xcdu,1470,2023
wfr,969,njeh,1200,4220
aor,1228,xrat,1774,1627
pka,1524,pevx,1768,1590
jlr,1091,rlhb,2327,449
fhc,430,hrim,879,3133
ell,493,lbjz,440,2187
dvd,1533,tvpm,791,3675
wfq,299,lxtr,3138,324
jyl,92,woje,1778,3646
faq,1901,ccpg,2110,1223
dpe,778,sngo,524,1024
ngr,2302,fkis,3058,4202
hov,507,cyhl,437,3096
ady,570,fvvd,1853,3858
pfl,1573,wexf,556,2011
ukv,106,wsaq,164,2324
fuh,905,cibz,1102,733
qpa,1250,nalo,2103,367
zbd,179,espm,2479,2261
xls,2281,ipkb,1467,395
bwe,50,lfmm,1859,2238
xlg,860,kssy,548,4122
gjf,1074,awpv,1771,1038
qyb,182,mgxw,2187,2267
ceb,1891,yrqc,1467,4196
cgt,444,iqzl,1144,4312
hkn,2351,kdtu,2123,2229
jof,1737,xrnw,2117,2830
glt,2375,lhwq,3262,3944
bda,191,ukbv,2780,2576
ofs,2311,emwd,3184,892
rev,701,mtvt,1138,972
dxi,1176,chbc,2225,79
njg,164,ntjx,3194,657
xiu,2250,fvbz,1466,1578
dku,2486,znrn,2376,3420
etq,2208,jkrr,1341,641
huk,326,gdlf,1711,1629
zwk,1964,diqm,585,831
rtn,969,lbmu,1268,3951
eth,1146,yoqs,3219,4626
izu,599,hrmb,863,4729
sub,1036,ryca,3020,3373
poj,2365,izip,891,1761
anf,1268,uzln,2480,3960
hpt,1088,yozz,1534,1070
mbm,742,alxf,1457,2979
ghc,407,vvbj,33,670
ysf,1425,wvmh,100,1591
vnk,1862,ameg,112,2228
rdr,1585,xdli,3120,4025
ldd,617,ghsp,2512,2609
atf,1432,caxi,2883,100
dsu,2238,euxn,2011,1881
auj,1407,gior,208,2113
fym,203,xhvh,1180,1469
gyp,418,dvbp,1210,2692
apm,1565,mbgl,987,3572
ncj,1396,qykm,3188,4998
aqm,2393,daoc,2382,692
rww,976,peeo,3071,3568
wqo,1637,ocnl,1595,3554
xgw,755,oike,1933,3757
eih,208,gcfi,1352,2848
gbf,2194,xqff,2836,4759
nts,1034,ptda,2392,4150
ogo,970,tldr,2690,855
jiv,1736,pxir,1209,2178
afw,1981,rzby,3210,2484
rxe,227,kfbs,442,1323
ykt,619,rbgr,534,4177
pfv,2195,uuya,649,3644
zxe,2025,bwph,1800,1453
pdx,1491,xjbt,881,3706
ctz,266,nbcl,2927,720
kzd,151,vdxb,1914,3523
jvh,1797,lupx,3305,3162
xhg,364,mjkg,2545,4170
ywa,216,jkco,148,1952
kqd,2351,wmjp,16,996
buv,2443,zces,2198,1451
pba,865,goxo,3060,3036
ujm,342,tvpm,3152,1933
zsh,682,gmut,1015,4557
wrv,624,orgl,569,4541
sci,547,qujx,1040,4612
poq,2020,xiyh,298,3395
gll,987,zolz,353,4608
mvq,1297,kpcp,1406,3395
vao,593,uunm,4,4707
rmo,1142,nrcq,934,2901
mll,1445,aaty,3018,4391
ymp,890,vvjd,2453,3654
kfy,879,crxt,2722,3290
dvg,1638,xaex,1070,4215
epi,1070,jktx,813,1675
aux,1144,zhfd,2033,4765
cie,1079,gvtb,3162,69
axn,2476,yygz,1496,1545
gyg,909,okxn,300,3608
pel,248,aauz,2590,3959
sjg,153,gkip,600,1710
stz,1249,nwme,195,800
clo,2321,jmxg,264,2507
eut,2308,cion,3306,4782
yxo,2241,ozxf,2405,1191
tjk,1886,isfs,3031,1546
hcs,56,nkve,2687,1515
jgj,380,amwe,2086,3285
ofz,1901,vtay,1145,1134
qnk,38,ohad,2808,1933
rjk,377,qiiq,3240,653
oim,2302,scel,106,4862
igg,1994,vytj,3193,3164
tpd,2498,mgey,1715,2963
xgt,1371,uirc,1069,1602
zzt,1490,ilga,1861,1988
hop,1487,jbop,234,4940
dxf,129,csun,414,3449
ntm,1730,svqc,1451,3865
xfk,438,cdke,2159,4143
aux,2271,lwnm,1748,3701
pmm,58,xmco,2329,4780
rld,259,zuwq,181,2972
urs,2059,joup,462,25
ldh,757,ngii,931,3377
svc,2499,wodt,2584,3083
iry,144,kqya,567,3030
aza,1135,qhoy,2571,1382
qtu,136,qflu,2949,377
tex,1502,sduu,1709,1164
jey,906,qhqy,2431,2539
gyr,2243,glfx,2288,810
dbd,2013,jcxn,1470,2919
eip,1573,zxxa,1142,2147
aor,2033,zaln,1324,2419
emx,164,leaf,1596,3536
olo,1250,pidj,77,1187
myp,1835,jzgs,1433,730
ofo,1777,bykk,1825,4337
tsl,734,cymx,2364,4275
oue,254,fgyn,2228,3703
azm,1997,nacb,2257,3507
zdk,2385,utjo,31,1597
wqi,540,uhdr,2808,3524
dni,907,ywri,1854,4475
qfy,484,xudz,2464,952
sfv,1551,xqff,2692,960
tqk,2252,lbpe,2453,4724
mle,1723,pfud,721,4595
jai,1868,tqzg,2795,2658
ewv,2432,tclg,2050,2580
bed,1634,ilmc,2462,3370
jfp,1472,apqb,3274,1452
tvh,2122,pjfw,1749,4884
qvu,542,lcqq,447,682
zis,1921,yvto,676,4624
bmj,2239,okzx,1972,4312
xjt,1485,fxez,252,1229
zvb,1665,ekks,197,559
hum,702,jtdz,781,3020
pqv,1457,hlwb,2896,1921
yxp,674,gozx,2566,3784
mqv,969,nefg,2915,3960
btp,1620,jale,1923,2693
iaj,1206,wjlp,1244,3738
qgj,512,mkyh,2271,2237
giu,476,zxei,1227,2695
hdl,1363,gmkr,2968,2230
fqj,1058,rccd,3051,417
nrf,887,jzel,158,3913
fpw,587,lzqa,3266,165
dgb,1171,bwph,1266,625
cnz,501,qoyn,2270,4957
tye,1416,myub,1753,3173
uzk,917,qubc,2539,1567
ylm,787,awij,924,247
ogo,2028,mssq,2720,3018
xdn,2041,wrkg,3291,4786
fzv,623,pfud,2992,4724
gpj,94,kwcv,2143,1881
vss,1216,dyca,450,51
phi,1648,gcpw,1022,2149
bet,450,xqam,444,3920
lqj,1648,qwat,3161,4560
odx,1517,ktxx,1898,2831
ixu,390,enbu,1854,694
qsg,1752,sruf,2450,4686
grh,718,hlsn,1368,4638
eou,857,skrf,1141,2390
oqk,579,gtlq,239,2304
vsa,441,tjhp,1037,3810
rcl,2063,qsrp,3271,391
gpd,1617,vxbe,29,3476
taw,1917,fjys,2861,1431
zfs,1106,vndm,1126,3889
yxe,1396,nvdj,151,4687
jro,2042,nsfa,391,4044
guj,408,btvv,1000,289
nnq,1935,gnzv,2192,2541
bni,393,znga,1579,3190
mkz,34,klhh,2593,2169
hhi,2042,qgyp,2135,4074
qur,1955,wxbc,614,2008
tyn,701,hvup,3036,2162
icw,1729,djie,2905,986
dmh,1053,rhvx,2874,3765
eih,378,pxrp,515,78
umb,1234,osnv,612,72
gav,1799,cunj,1601,4946
ytg,2371,jtee,3028,3077
fmp,421,pnza,1911,618
wgk,634,ttub,1245,418
bik,1889,dnaq,856,972
xtf,922,fcxw,2133,137
eea,204,ziig,2831,394
qgv,1019,jllc,1575,2521
xgb,1891,vjaq,906,4336
hzg,836,bdfy,3156,4788
ifb,994,ziyz,2971,3064
nnc,463,zhfd,2299,2096
nmw,914,hgbv,2847,4323
dra,2272,hsxw,2081,3653
wso,218,hodv,2715,2661
vex,2043,wtej,311,3797
efc,291,qojl,332,2916
hcl,2083,pvjb,2851,4531
mpi,1669,qydr,1353,3866
mqt,2155,edfw,489,107
fll,490,joqw,1945,1927
bud,298,uofu,3011,3906
npy,906,hftv,2669,4527
orz,1771,iltl,841,1739
lbj,2124,nbjh,1455,1853
duj,2214,pcrq,2336,4915
ymg,143,kknj,261,2625
mnt,2358,wiaq,1316,4500
xyd,129,oynf,2624,2867
zms,94,fqlr,48,221
ner,1223,vvbj,2720,3283
rry,729,zfgl,3070,2193
bos,1402,qczo,2226,514
upj,1332,dzfz,1014,59
twe,420,tbdo,887,939
yxv,1868,mfju,997,3703
ybr,1875,leki,1500,4573
ykk,2151,qkyc,1917,2703
pyv,2423,bihb,2653,3752
gwg,1987,madq,3096,4807
bip,187,imcy,2807,4315
rvd,518,ixbe,1374,3634
zxe,1916,efvi,2565,3292
inu,2414,emcg,1999,948
xwe,2094,dflr,1399,4009
yjb,1817,roff,2677,1315
mhw,1226,hhnk,3100,2682
mvt,684,thgd,1261,59
qpj,468,fmhl,2292,3193
yzz,838,apsy,1519,2719
gjv,1247,hbnq,30,1394
rwu,1090,anou,2177,4384
bge,2038,faan,2445,2874
olr,474,czpc,2688,1141
rga,1983,udnv,788,855
jtl,1979,ouax,2432,4990
cbw,1728,zpft,654,310
sad,2172,rhxp,1166,2635
gve,941,atkl,1824,3138
fmi,1233,orib,1639,1442
tog,542,wbmc,1864,2154
wdo,19,wpns,2816,3366
xio,346,pxir,149,2906
oac,958,rezz,1288,748
quj,1526,wogo,423,4602
pfv,1165,whoo,459,4538
ldw,1764,qeug,3279,1925
otr,925,ztzp,987,2469
lhj,903,stgh,1368,4
mtk,2058,xhyi,2434,3567
yej,2114,uiyb,3265,4637
wky,1729,dqyq,1561,4966
dpo,2466,hmao,3247,4466
pxm,1927,nhwv,2949,4915
hrm,1290,ypkr,615,489
vyh,251,xzpm,184,4785
nar,1246,itlf,3272,4367
noa,224,skqa,1035,4698
zrn,2120,smea,87,1832
vsy,1326,ktqs,1226,2357
axv,1601,ilur,2552,415
nbh,1956,exol,2423,654
vpb,625,jvhd,2623,3958
xad,2082,uuhl,1972,4557
qhq,1465,yvnu,1439,3471
jzm,994,rtno,697,3460
gbh,2166,dszu,2545,1234
xer,871,xudz,2894,1180
wti,943,xevc,3112,4668
bep,1349,sruv,179,4549
fpp,1459,crxv,2277,2175
fxt,357,ypbs,2634,2178
icj,1478,vssy,2208,2820
yvm,904,adaw,2679,3053
hbf,1396,uycg,2665,3537
bex,1736,ztjw,2934,4947
hdl,1108,xwzn,2412,3847
abs,776,qqmx,1141,2511
vqn,944,bcrb,1959,1566
jtk,2271,ukok,2372,381
mno,1740,ibpj,499,4566
tqk,189,pihn,805,880
ytp,2144,wbpz,85,3435
yfm,1686,hrmo,1434,2569
smo,2460,jrch,1659,2762
voo,1762,myeu,544,2373
cjq,1312,wbwr,1714,91
pzl,2000,fyyu,122,3224
bva,1362,oaab,842,1697
kls,2207,jqqc,3304,2886
bvn,2294,srmy,2748,4357
amc,706,spbs,2434,1162
ykr,763,gvih,873,3894
mxr,1739,ospx,2879,990
ajq,1313,uput,2520,4816
grp,2203,elib,541,2149
hyy,2145,louk,823,3873
eeq,2110,urji,1583,2630
mwo,1985,esce,3019,2360
mub,979,cogm,163,2563
xbl,2029,lbbe,2917,2767
ilj,2448,pxfc,774,3945
ith,1078,ukem,645,4770
ftx,1424,nvps,846,4940
yaq,1381,letk,2904,577
flc,1641,jstg,1559,4739
zyn,1865,dlno,318,300
deu,188,ktas,792,1011
qin,334,ovzy,3202,1295
xgl,989,zyvi,1808,10
ioh,769,hdhf,2738,206
wfc,833,mnqj,1209,573
igr,1756,iqcn,1151,1594
pxl,39,bygh,3032,2377
exf,1973,gbol,491,4968
jkv,2051,jkco,2095,2812
epi,925,vljh,2748,4639
tzp,1618,fxbi,751,836
ifo,1546,bzjy,2491,1974
stp,2132,hyle,530,4164
lqg,1750,fsvq,57,3986
nmm,1542,uzkt,2061,1563
mtr,2159,pmap,2626,171
jtt,1248,frii,3286,4805
eqr,236,tuyl,79,3891
qja,658,qbmm,2042,2813
siu,426,mzjy,2143,2370
rxd,917,aydo,1011,705
qqn,2292,fljo,1506,1104
ztz,83,xsxq,2183,3310
qty,1041,xhtn,222,3961
pxl,547,ktib,3151,2884
mvx,822,jliu,1217,1202
cwy,1746,ofna,3165,199
ive,2361,wznh,408,333
qpi,464,lydo,2649,2111
gdo,866,wjql,1716,1753
rsd,2465,rvhm,1615,3202
uib,1947,adpn,3205,458
ela,708,sdjs,2448,4062
kag,1884,prvv,2226,199
jgz,2364,wklc,1257,619
yeh,2275,jotm,982,856
hrb,1475,usvn,1651,276
raa,675,tmju,869,1226
icw,531,uwnu,219,1152
agq,2190,bept,3194,367
ywo,1835,dahu,563,570
emo,488,kugd,418,2481
twi,2319,zqef,3112,3953
miv,2025,uzln,1466,4607
zqm,743,kdpp,75,1164
tjo,1933,dduq,2863,3334
zop,1380,fjir,495,3915
ubu,2076,samu,103,4959
iqq,316,fgnp,2419,1961
tqv,2361,eycd,1674,214
fbn,2231,hgjr,2840,4606
nsa,616,qqmx,1121,4643
imm,1412,vvhb,2944,2693
cmo,622,xvog,1189,3937
jic,1512,xajf,1724,2605
xip,755,chnh,3005,653
xui,692,szha,1692,2597
lkw,838,fadp,443,2939
gcf,7,plrn,2000,4494
mes,573,ewmt,2497,514
imm,1361,noej,892,601
obm,2322,idln,2708,1625
apy,290,yblg,1677,2865
scp,2118,cbwe,725,2644
yau,2291,jynu,2573,1890
xzm,1382,uyjz,1371,2010
xmc,572,zrsz,2477,1437
lcn,385,ktas,423,23
bru,1309,dgvp,612,3512
nqz,531,bddx,989,2901
arc,2112,itrl,1333,2957
iqe,1326,dpfh,2552,2159
mwi,1882,hrmb,1835,3640
zdf,1161,aucu,2981,799
jys,1292,xdwz,717,3759
wlk,60,dwqk,1410,4587
afa,1150,dnaq,733,857
rgv,873,ujwi,2299,909
sqi,677,gbyg,414,3474
kvk,248,ujpy,1568,3505
leh,1776,lpyt,2820,1794
uvx,864,luzs,1324,183
mhr,1957,hifd,2738,847
xmc,429,lmju,2070,4232
qva,1916,imwc,1616,3960
feo,2232,acmz,1720,508
hmc,35,blcp,2323,307
tea,1808,ggmf,2760,1557
xqb,2386,atpm,769,14
xfq,2051,bpiz,398,3311
jpv,2146,wdux,2817,4128
meu,2479,hsgx,325,4548
fne,851,hvfe,2296,1415
qpj,246,dgsi,115,4994
jss,832,cghj,491,702
qsa,2353,ajle,1075,3952
zdl,816,uvjs,1705,3192
vov,1889,qqre,2352,1611
tsm,1864,sshj,2379,4769
qdg,2208,znwr,825,2563
ifr,1980,sgnh,2995,4025
zop,1465,iefe,581,1798
aom,1090,npth,2982,727
wiw,2249,cedy,475,2815
bhf,186,ivyw,2025,392
grm,131,qcmu,430,3182
drd,1991,kdex,3110,2365
jfp,2099,otfv,2871,1115
lfw,187,qkkn,3176,2490
wxt,175,pkzo,950,1365
gua,171,cxux,869,291
kfh,433,iwfp,2686,2066
lui,727,axra,1305,4549
uvi,403,kntj,2840,4495
rgy,1297,ztgh,1013,1788
zgz,1859,abrj,2705,748
nvb,326,jaks,1600,2574
ztv,174,qhvv,2178,189
iwp,2301,cppz,2677,4004
kjm,2332,nxat,104,991
fwd,98,hmnr,1755,1738
xnk,731,azwn,1094,4043
zhz,606,oizj,2840,107
rjq,1566,kbor,3316,3901
feo,1838,jkui,216,804
dev,997,vsrc,2748,720
xdw,2248,gkex,1878,4266
biu,1411,vrag,285,898
qid,445,fsba,2621,2948
hcs,2325,wexf,1827,980
rux,697,pfzk,3248,3986
ill,2126,whrz,1151,3483
atb,492,vokk,566,1530
fzc,995,glez,1182,3072
udq,603,emfs,1725,1764
yoo,711,wbws,743,4399
wbu,1313,qugf,1562,4406
tyk,235,cbku,2534,1455
ebc,2079,gvpe,507,2762
pwi,1082,yboo,1480,4244
tii,1235,rnop,2312,4955
wso,369,bimj,215,3171
chn,808,ndrw,2750,4710
kln,1690,vleo,1910,1302
pwd,509,hgrn,430,4530
hvq,1696,kcfq,911,2423
lma,1546,wxqj,2275,1501
cxy,615,zrpk,1836,2968
vax,894,grnb,1742,2438
ccr,947,otgq,3263,3106
ctz,140,vmlm,912,4083
uil,2120,pfff,3182,849
tug,1510,kzri,16,235
ijq,1947,qvab,1301,2210
vbk,1951,nbhr,161,1312
rwf,721,waqy,3287,4718
pxf,1311,gorh,454,1196
xya,2291,kwvp,1870,2947
ajq,2286,ncgp,2126,622
bmt,657,vajs,682,1179
blo,2478,grbj,3099,148
lfi,827,nxag,1743,1586
lwo,926,pllk,31,4523
mwi,295,onje,1693,4869
rcw,443,prkc,1589,2391
zff,469,emol,425,4355
rld,1209,phxs,1978,2762
ycm,26,icvy,2564,1337
tlo,581,brzc,2380,3993
mvm,232,wjfl,199,2909
xdt,1235,pezn,2674,3380
frm,958,fucg,1792,893
wlx,1809,bntp,2306,3962
cfw,2102,abiy,3296,1485
cwo,156,xxvx,2589,2164
fpg,1690,klfs,206,3792
nsy,1778,xwic,1313,2002
yst,2387,jjjg,2392,1846
ssq,1982,jcsn,288,1938
